user,text,date,emotion,sentiment,Negative,Categoria
@bemymessxo,No encuentro el tweet de a cuál famoso se levantarían pero yo en mi adolescencia JURABA que a Martin garrix y ahora en mi adultez lo digo con un millón más de seguridad😎,"Jan 6, 2024 · 3:35 AM UTC",confident,,,
@BeliebeA,"Mi no negociable (versión amistad): si mis “amigxs” no se preocupan por mi seguridad, no son amigxs, listo y se joden conmigo.","Jan 6, 2024 · 3:34 AM UTC",confident,,,
@drabermudezhn,"Es REAL y es Hoy cada 23 hrs una mujer en #HONDURAS es ASESINADA, Hoy 4 #Mujeres asesinadas! EXIGIMOS investigación, Judicialización y erradicar la impunidad y estratégica de seguridad ciudadana! @ Tsi @radioamericahn","Jan 6, 2024 · 3:34 AM UTC",confident,,,
@AilinGaticaa,la verdad que no se bien si me da seguridad o miedo ver tantos policías en la calle😶,"Jan 6, 2024 · 3:33 AM UTC",confident,,,
@Yio_HB,"Me enamoré de la idea de un amor que disfruta los silencios De ese amor que te mira a los ojos y sin decir una palabra lo sabes todo El que transmite seguridad, paz, y calidez Me enamoré del amor que entregué y que siempre entregaré, porque das lo que eres🤍🍒","Jan 6, 2024 · 3:33 AM UTC",confident,,,
@MarisolMosw,Si me costaba ser abierta o quizás desenvolverme en una relación por falta de confianza y poca seguridad hacia ami. Creo que ahora tengo un nuevo problema.,"Jan 6, 2024 · 3:33 AM UTC",confident,,,
@johnx22,el problema es q las fuerzas armadas no quieren meterse en la seguridad ni compartir funciones con la policia nacional,"Jan 6, 2024 · 3:32 AM UTC",confident,,,
@rutadelosrios,"🚗⚠️Presta atención a las señaléticas que vayas viendo en ruta, éstas están pensadas para garantizar tu seguridad y la de los demás conductores. #Ruta5Sur #NoLoLlamesAccidente","Jan 6, 2024 · 3:31 AM UTC",confident,,,
@ReniGuisolfo,Sigue existiendo gente buena y lo confirmo ahora que estoy en cervesia viendo al de seguridad darle comida a una nena que pedía,"Jan 6, 2024 · 3:31 AM UTC",confident,,,
@Rori_aponte19,"Nunca había estado tan segura de algo, pero puedo decir con toda firmeza que ya no más, última vez 🤞","Jan 6, 2024 · 2:47 AM UTC",confident,,,
@tamaritamartin_,"""No son momentos de confusión, son momentos de firmeza"" #UnidosTodosX el legado de #Fidel. #DeZurdaTeam🐊❤️🇨🇺 @DeZurdaTeam_","Jan 6, 2024 · 2:15 AM UTC",confident,,,
@bigod1nh4,Firmeza malokeira de quebrada,"Jan 6, 2024 · 2:10 AM UTC",confident,,,
@Gauchito_SL,"Ustedes no lo vieron pero el otro día en Santiago del Estero jugué el partido más insuista de mi vida  1-0 arriba, una vez convertido el gol firmeza y solidez defensiva, aprovechando los espacios para generar contraataques 🚬","Jan 6, 2024 · 1:59 AM UTC",confident,,,
@yungdxrk_,"No sabía que expresarme con más firmeza podría acabar con algo, se aprende algo nuevo con forme pasa el tiempo","Jan 6, 2024 · 1:32 AM UTC",confident,,,
@AmargadoAbogado,"Uno puede ser bastante tolerante con los demás, condescendiente incluso.   Cuando la tolerancia se termina y en su lugar se hace presente la firmeza, los demás se victimizaran.","Jan 5, 2024 · 11:58 PM UTC",confident,,,
@Ridley_96,"Viendo las descripciones de los tipos de maestros tengo la adaptabilidad de los maestros agua, la firmeza de lo maestros tierra, la convicción de los maestros fuego y la creatividad de los maestros aire. Conclusión: soy el avatar 🔥🪨💧🍃","Jan 5, 2024 · 11:11 PM UTC",confident,,,
@gablindagostosa,senti firmeza,"Jan 5, 2024 · 11:05 PM UTC",confident,,,
@DanCarlThomas1,"@Diputados_Todos  @SenadoresFPVPJ @Senadores_Todos @SenadoUxP_BA  Ya tuvimos 4 años de tibieza albertiana    Ahora es el momento de los que tienen que actuar con firmeza, con convicción y con valentía para quedar en la historia del pueblo    #LegisladoresFrenenAlDictadorYA !","Jan 5, 2024 · 9:53 PM UTC",confident,,,
@DanCarlThomas1,"Ya tuvimos 4 años de tibieza albertiana  Ahora es el momento de los que tienen que actuar con firmeza, con convicción y con valentía para quedar en la historia del pueblo  #LegisladoresFrenenAlDictadorYA !!!","Jan 5, 2024 · 9:15 PM UTC",confident,,,
@giselencinas17,"mi psicóloga me dijo que lo estoy haciendo muy bien, que soy muy fuerte y valiente y realmente necesitaba mucho eso","Jan 6, 2024 · 3:23 AM UTC",confident,,,
@iAndreaVg,ojalá fuera más valiente,"Jan 6, 2024 · 3:20 AM UTC",confident,,,
@starrrberrys,"Oe fantasma bastardo culiao, vo me veni a hacer algo o te llevai mi alma perro conchetumare y te saco la muela con el meo palo santo que tengo metio en la raja sacowea vo no me haci weon, te meto el incienso por el hoyo  -flop 2024(se hace valiente, ve una sombra y quema la casa)","Jan 6, 2024 · 3:15 AM UTC",confident,,,
@Spidey_dani15,"A ver, si tan valiente te reto a etiquetar a la chica más hermosa en este mundo que conozcas","Jan 6, 2024 · 3:13 AM UTC",confident,,,
@papipastas,Junte mis pedazos y construí una versión de mi Que es más valiente y se anima a ser lo que yo ayer no fui,"Jan 6, 2024 · 3:11 AM UTC",confident,,,
@Ivan_MenchacaJ,Lo más valiente que hice fue continuar con mi vida cuando quería morir.,"Jan 6, 2024 · 3:07 AM UTC",confident,,,
@LuisGar2404,"Los valientes fueron antes cobardes, si eres un pequeño cobarde puedes ser un gran valiente","Jan 6, 2024 · 2:56 AM UTC",confident,,,
@EdrianValiente,Pinche Tarolas lleva 2 semanas hablando de las Chivas cuando su equipo es el campeón(??????).,"Jan 6, 2024 · 2:52 AM UTC",confident,,,
@Yaramsi3,"""Ser valiente no quiere decir que no tengas miedo, es actuar a pesar de este"". J.K. Rowling.  #UnidosTodosX #DeZurdaTeam","Jan 6, 2024 · 2:48 AM UTC",confident,,,
@Yaramsi3,"""He aprendido que el valor no es la ausencia de miedo, sino el triunfo sobre él. El hombre valiente no es el que no siente miedo, sino el que lo domina"". Nelson Mandela.  #UnidosTodosX #DeZurdaTeam","Jan 6, 2024 · 2:43 AM UTC",confident,,,
@cata_avi,Como cuando me gustó una vegana y lo más audaz que pude hacer fue meterla a mi cf y subir un video PESCANDO,"Jan 6, 2024 · 3:29 AM UTC",confident,,,
@EduPellegrini42,Tengo unas ganas de decirte todo pero también quiero ver hasta donde llegas jajaja me odio,"Jan 6, 2024 · 3:20 AM UTC",confident,,,
@_aanafcwk,"audaz,revel,vivaz","Jan 6, 2024 · 2:57 AM UTC",confident,,,
@LFinanciera1,Te atreves a ser audaz? Comparte tu propósito financiero más ambicioso y desafía a tus seguidores a hacer lo mismo. 💪🌟💸 #DesafíoAmbicioso,"Jan 6, 2024 · 2:23 AM UTC",confident,,,
@mal4yerb4,"Me siento la persona más responsable del mundo xq no estoy sintiendo ""la cuesta de enero"" financiera, tendré como cinco pesos de ahorro pero al menos no deuda y ya tengo cubiertos los gastos del mes 😩💓✨","Jan 6, 2024 · 1:51 AM UTC",confident,,,
@amaris_vk,"Un cupido me ah flechado, la riqueza me da igual, solo ah de consolarme... mi marino audaz gobial","Jan 6, 2024 · 1:35 AM UTC",confident,,,
@MiguelTDKR,"Mi meta es ser audaz, la excelencia mi fin","Jan 6, 2024 · 1:24 AM UTC",confident,,,
@AnahiCorrea13,Que gente audaz,"Jan 5, 2024 · 10:56 PM UTC",confident,,,
@NanoSM87,"Medio blda esa idea de Ofe de ""que tengan miedo de NUESTRO DNU"". Si mañana gana Grabois y quiere hacer algo así de audaz pero para el otro lado, dura 4h en el gobierno. Esto se sostiene porque está armado por las grandes corporaciones.","Jan 5, 2024 · 10:56 PM UTC",confident,,,
@Siesa_Oficial,"Intel da un paso audaz al anunciar la creación de Articul8 AI, una compañía independiente centrada en desarrollos de IA. En colaboración con DigitalBridge Group y bajo el liderazgo de Arun Subramaniyan, exvicepresidente de Intel.  #IntelIA #Articul8AI #SiesaSoftwareERP","Jan 5, 2024 · 9:54 PM UTC",confident,,,
@giannimuro00,Cuando van a entender que ya no estoy ni ahí con personas que no aportan nada positivo para mi vida ?.,"Jan 6, 2024 · 3:31 AM UTC",confident,,,
@__nadiabella,Creo que lo más afectivamente positivo cuando me gusta alguien es que escucho todo lo que dice y presto mucha atención. No sé creo que es mi forma de validar a la otra persona. Soy más de escuchar y no tanto de hablar jdkdkdk,"Jan 6, 2024 · 3:31 AM UTC",confident,,,
@die11gomes,Volvieron los turnos de calidad de Oswaldo Arcia.  Lo más positivo a nivel ofensivo. Siempre en mi equipo esta bestia.,"Jan 6, 2024 · 3:29 AM UTC",confident,,,
@Elias26658368,"Pensar en positivo, solamente me queda eso","Jan 6, 2024 · 3:28 AM UTC",confident,,,
@Yaramsi3,Juntos creamos un impacto positivo.  #UnidosTodosX #DeZurdaTeam,"Jan 6, 2024 · 3:28 AM UTC",confident,,,
@camizhope94,"A las 10 pm se me dio por ponerme a aprenderme un paso de una coreo de kpop,  lo positivo si me salio el paso, lo negativo me dolio la rodilla","Jan 6, 2024 · 3:18 AM UTC",confident,,,
@valeen_asensi,"vamo a la plazaaa.  nos buscan a tres cuadras, male sal pero al menos amdamo en moto lado positivo @roldangabb","Jan 6, 2024 · 3:15 AM UTC",confident,,,
@criptoAI,"3:00  BTC nublado☁️ 82 % ETH nublado☁️ 7 %  Cuando el sol atraviesa las nubes, puede verse como un signo positivo para el mercado de Bitcoin, excitando el entusiasmo entre los inversores.","Jan 6, 2024 · 3:10 AM UTC",confident,,,
@Yaramsi3,Todos juntos por un cambio positivo.  #UnidosTodosX #DeZurdaTeam,"Jan 6, 2024 · 3:06 AM UTC",confident,,,
@alvesz_pr,único ponto positivo!!,"Jan 6, 2024 · 3:05 AM UTC",confident,,,
@JorgeBetan5091,"""Creo que sin ser optimista no se puede ser revolucionario, porque las dificultades que una Revolución tiene que vencer son muy serias. ¡Y hay que ser optimistas! Un pesimista nunca podría ser revolucionario"".#FidelPorSiempre #LatirXUn26Avileño","Jan 6, 2024 · 3:28 AM UTC",confident,,,
@_FerZam,"Mucha paz en mi vida. Aunque llegar a este punto no fue nada fácil, pero lograrlo es lo más satisfactorio. Ando como muy optimista, sin darle importancia a cosas que antes me rompían la cabeza. Ay no, ya soy otra.","Jan 6, 2024 · 3:10 AM UTC",confident,,,
@Chaconnacho1,"El optimista está bien con lo que hay, al pesimista le parece una mierda lo que hay porq confía en que mucho mas","Jan 6, 2024 · 3:09 AM UTC",confident,,,
@v3nus_gxddess,les juro que trato de ser optimista,"Jan 6, 2024 · 2:46 AM UTC",confident,,,
@petroskymora,Mi presidente petro y mi presidente Eduardo Méndez  me tienen muy feliz y optimista este 2024 @SantaFe @petrogustavo 🇦🇹🇨🇴,"Jan 6, 2024 · 2:46 AM UTC",confident,,,
@MelSupernova,Mi primer artículo del año es super optimista. Todavía no lo entrego y yo creo que ya será hasta después del fin de semana que lo haga.   Pero me impacta como me sale el optimismo cuando veo las tendencias.,"Jan 6, 2024 · 2:44 AM UTC",confident,,,
@deusmercurius,Llegué en Cartagena de Indias por trabajo de nuevo y sentí un cambio. Hay una autoridad trabajando y siento gente al menos optimista con un gobierno de la Ciudad con ganas de orden y obras.,"Jan 6, 2024 · 2:36 AM UTC",confident,,,
@NegroOptimista,1 año más sin ser rey mago 🙏🏼,"Jan 6, 2024 · 2:17 AM UTC",confident,,,
@Edison747sp,"Se puede ser optimista, pero no pendejo. Estos días varias amistades, estaban seguro que este año... Será el año que se acabe el régimen.  Lo dicen con una seguridad que parece una locura.  Espero estar equivocado con ellos, pero la realidad es otra","Jan 6, 2024 · 2:15 AM UTC",confident,,,
@Yaramsi3,"""El pesimista se queja del viento; el optimista espera que cambie; el realista ajusta las velas"". William George Ward.  #UnidosTodosX #DeZurdaTeam","Jan 6, 2024 · 2:12 AM UTC",confident,,,
@itsminabooks,"—Eres la mujer más capaz que he conocido en mi vida. No hay nada que puedas sugerir que yo no apoyaría. Estaré ahí para cogerte de la mano en todo Ror, pero no me necesitas. Nunca me has necesitado para ser increíble. Tu lo eres. Y te amo más de lo que puedo expresar en palabras.","Jan 6, 2024 · 3:36 AM UTC",confident,,,
@irenesandlp,escúchame una duda tonta pero que va a pasar en la gira? si entre los fandoms nos tiramos un shade importante por aquí yo capaz soy de arrancarle los pelos a la primera q escuche insultar a k o v cuándo les toque cantar,"Jan 6, 2024 · 3:36 AM UTC",confident,,,
@hipolitalbertin,"Tengo un grave problema, que ya se me salió de las manos y no soy capaz de controlar","Jan 6, 2024 · 3:34 AM UTC",confident,,,
@Ttomass_a,mi problema es que cuando yo amo a alguien lo amo al punto de que soy capaz de cualquier cosa por esa persona. como se desactiva esa opción?,"Jan 6, 2024 · 3:34 AM UTC",confident,,,
@m_aiaaa_,"a la novia de mk tío le están llenando la casa de rosarios rotos,  que significa eso? capaz la matan en cualquier momento","Jan 6, 2024 · 3:34 AM UTC",confident,,,
@soyverusk,yo quedé tan dañada después de eso que no se si sea capaz de recuperarme,"Jan 6, 2024 · 3:33 AM UTC",confident,,,
@tatianacr26,no bueno si debió participar anthony pero capaz ya dijeron para que no sea el mismo de siempre #MCCelebrityEc,"Jan 6, 2024 · 3:33 AM UTC",confident,,,
@ldam_5,me gustaba alguien que ya casi se va y no fui capaz de decir ni hola 😭😭😭😭. después me enteré de algo y ya no me gusta 😭😭😭,"Jan 6, 2024 · 3:32 AM UTC",confident,,,
@rax5d,Qué rico es debatir con alguien en especial si es alguien capaz de hacerte cambiar de opinión 🥵🥵🥵,"Jan 6, 2024 · 3:32 AM UTC",confident,,,
@danielmata08,Soy capaz de volver pero debe haber un cambio y me deben demostrar interés,"Jan 6, 2024 · 3:32 AM UTC",confident,,,
@ReverteOlmos,"Art. 385 del CAP. II: FALSO TESTIMONIO del TITULO XII: DELITOS CONTRA LA ADMINISTRACION de JUSTICIA del LIBRO II: LOS DELITOS del CODIGO PENAL dice asi: ""El testigo, perito, intérprete o traductor que, ante la autoridad competente, afirme una falsedad o niegue o calle la verdad,","Jan 6, 2024 · 3:27 AM UTC",confident,,,
@AmsiCuba51779,Sabernos rodear de un equipo competente nos ayudará a poder alcanzar el éxito.  #UnidosTodosX #DeZurdaTeam,"Jan 6, 2024 · 3:11 AM UTC",confident,,,
@elmer83435,Estoy hasta las gónadas de enterarme de amparos como dice la Chalana al estilo de los guizachines del lugar. Expresar opinion es válido aunque no genera materia en un caso. Los hechos deben de poder ser esclarecidos con una certeza razonable y se direcciónan al órgano competente.,"Jan 6, 2024 · 2:03 AM UTC",confident,,,
@anatggg,soy competente consciente de que estoy dando verguenza en la privada,"Jan 5, 2024 · 11:30 PM UTC",confident,,,
@jlaevia,A pesar de la inestabilidad política Peru logro mantener la estabilidad económica y el crecimiento gracias a un Presidente del Banco Central capaz e independiente. La Asamblea Legislativa debería cumplir su deber y presentar una terna competente para el BCB.,"Jan 5, 2024 · 10:44 PM UTC",confident,,,
@TenorPopular2_0,"Que #Zalaquett haga una junta en su casa con ministros del actual gobierno y empresarios influyentes no es normal. Y no es normal x el funcionamiento del pais, x la esperanza de disyuntiva competente aspirando a balance en decidir. No defiendan wns ciudadanos 🤷 #TiemposViolentos","Jan 5, 2024 · 9:46 PM UTC",confident,,,
@caraccoli,Algún veterinario competente al que pueda acudir en madrid?,"Jan 5, 2024 · 9:39 PM UTC",confident,,,
@yosoyoscaring,"Campazzo está fundido, pero es que no tenemos otro base competente para partidos como este.😒","Jan 5, 2024 · 9:35 PM UTC",confident,,,
@Derechovenezola,"Fuero exclusivo o necesario: solo es competente un tribunal para conocer el asunto con exclusión de cualquier otro se establece por razones de orden publico, así el juez del domicilio conyugal debe conocer las demandas de divorcio.","Jan 5, 2024 · 8:51 PM UTC",confident,,,
@_Alxj0,Las palmas después de que le diera  un repaso al barça. el arbitro decide pitar un penalti a Iron man<3 El futbol con el Var es mucho mejor dicen... (cuando tienes un grupo de árbitros competente ),"Jan 5, 2024 · 8:36 PM UTC",confident,,,
@Juliix_7,exitoso hombre de negocios,"Jan 6, 2024 · 3:26 AM UTC",successful,,,
@goolf208,"Hoy murió Carlos Bremer empresario Mexicano exitoso y visionario, siendo un ejemplo de lo que debe ser y  hacer un empresario, preocupado y apoyando a su personal y emprendiendo más negocios en conjunto con dueños de MiPYMES. México necesita empresarios cómo él y no explotadores.","Jan 6, 2024 · 3:21 AM UTC",successful,,,
@benyRd,"Siento y lamento mucho la pérdida de Carlos Bremer, excelente persona la cual conocí  cuando me desempeñaba con Consultor  y auditor financiero Mi más sentido pésame a sus familiares. Descanse en paz un hombre bueno y exitoso.🙏🏻QEPD  #CarlosBremer","Jan 6, 2024 · 3:21 AM UTC",successful,,,
@javore_mostar12,Si el experimento libertario de @JMilei resulta ser exitoso y si demuestra que un país puede funcionar sin chorrearle la guita a los ciudadanos (léase impuestos) en verdad pensaría irme a vivir a Argentina 🇦🇷 Mantener parásitos me tiene las bolas llenas 💁‍♂️ #TaxationIsTheft,"Jan 6, 2024 · 3:19 AM UTC",successful,,,
@ricardoveache,Mi ex compartiendo la mis a publicación que yo y teniendo más likes que yo ❓❓❓❓❓❓❓❓❓  HUMILLARME? LO LOGRASTE OK AHORA HAY QUE VOLVER,"Jan 6, 2024 · 3:13 AM UTC",successful,,,
@JuliaanQuintero,"este año voy a ser exitoso no importa cuántas noches sin dormir pase, ni cuántas cosas deba sacrificar, me lo prometo.","Jan 6, 2024 · 2:58 AM UTC",successful,,,
@TuYoExitoso,"El esfuerzo y trabajo constante le gana al talento  Si alguien con talento no pone el trabajo cada día con disciplina, no llegará a ningún lado  Ahora imagínate a alguien que tenga el talento y poniendo el trabajo cada día?  Sería imparable","Jan 6, 2024 · 2:55 AM UTC",successful,,,
@hrs_luis12,Ando bien excitado o como se dice cuando te sientes exitoso?,"Jan 6, 2024 · 2:51 AM UTC",successful,,,
@Amexme_Cancun,"Gran pérdida para nuestro pais , mexicano visionario exitoso, filántropo comprometido con su país . Descanse en Paz y brille para el la luz perpetua @carlosbremerg #SharkTank","Jan 6, 2024 · 2:47 AM UTC",successful,,,
@helmercarrillo,"Ay cada quien tiene en la vida su cuarto de hora Que lo motiva, que lo entusiasma a ser triunfante Es un momento de buena suerte que uno lo adora Es mi momento esa es mi estrella y voy pa'lante! 🙌🏽","Jan 6, 2024 · 2:06 AM UTC",successful,,,
@bettosupertramp,Y nuevamente el frío hace su entrada triunfante en mí.,"Jan 5, 2024 · 7:18 AM UTC",successful,,,
@sheishei_tilina,"mi lema de vida esSIEMPRE ES MEJOR IR DE MUCHO MAS VALOR. TODO A QUELLO QUE NO VES MÁS SIN EMBARGO EN ELLO CREES. POR LO ESPIRITUAL SALDRÁ TRIUNFANTE AL FINAL, ES JUSTO YA QUE SU VALOR LE DES.SEA LA AMISTAD, EL AMOR A LA LEALTAD, COSAS DURAS QUE SE ENCUENTRAN SOLO EN LA ETERNIDAD","Jan 5, 2024 · 1:52 AM UTC",successful,,,
@EugeFigueroaB,"He llorado como pocas veces con ""La Sociedad de la Nieve"".  Hermosa, emotiva. Con la vida triunfante gracias al indomable espíritu humano. Un gran regalo. Tremendos @pfvierci, @FilmBayona y los sobrevivientes @_nandoparrado @GustavoZerbino @carlitospaez","Jan 4, 2024 · 11:32 PM UTC",successful,,,
@briseidaalcala,"Fernanda tiene 29, pero para mí siempre será mi niña, cuando quiere hacer enojar a mi hermana viene y me dice ""me gusta tu taza, tía"". Te la regalo es la invariable respuesta y la veo voltear triunfante con su madre.","Jan 4, 2024 · 8:07 PM UTC",successful,,,
@MauVega_Vivas,"Pelear con el marido, divorciarse de él, y luego andar mendigando algo de amor a sujetos mucho peores que  éste; esa es la lección y la paradoja del feminismo triunfante. 🌹","Jan 4, 2024 · 6:09 PM UTC",successful,,,
@WBerbecias43075,"Mcm es tan de hierro😂😂 sólido como el jarabe fumarato ferroso😂😂, tan mesiánica y elegida por dios que Ratti,le quitó vente Venezuela ! Pero lo peor es que todavía quedan 600 mil pendejos que le creen que va triunfante 😂😂😂","Jan 4, 2024 · 2:22 AM UTC",successful,,,
@ramirofalconm,"Jean Jaurés (Político. Francia):  ""El valor consiste en buscar la verdad y decirla, a no plegarse ante la ley de la mentira triunfante que pasa, y en no hacernos eco en nuestra alma, en nuestra boca y en nuestras manos de los aplausos imbéciles y los abucheos fanáticos""","Jan 3, 2024 · 9:04 PM UTC",successful,,,
@victorbermudezt,"Propongo hacer de la procrastinación un nuevo culto. Lo llamaría «dejadismo», y sería un término medio entre el «hacer todo lo que deseas» del protestantismo triunfante, y el «hacer por no desear nada» del budismo alternativo; su único mandamiento sería este: «limítate a desear».","Jan 3, 2024 · 8:09 PM UTC",successful,,,
@VeruskaHer,"En mi país, la dictadura atornillada y triunfante tira por el piso la esperanza de muchos. Roguemos que se cumplan  acuerdos, se logre elección y cambio anhelado. Hay mucho ruido, elementos distractores. Hay que concentrarse en casa xcasa. Hora de organización y disciplina   1/2.","Jan 3, 2024 · 8:09 PM UTC",successful,,,
@VanYanetzy67896,"Hoy me dijeron que yo era una niña EXITOSA, y no me lo creí hasta que mire a mi alrededor y fíjate todo lo que he logrado solita 🙏🤩","Jan 6, 2024 · 3:30 AM UTC",successful,,,
@im_anavocado,"“Tienes que volver a creer en ti, tú siempre has logrado lo que has querido” mi mantra 2024","Jan 6, 2024 · 3:29 AM UTC",successful,,,
@VivianaLV_,Te quiero personita que cuando me siento insignificante e insuficiente me recuerda todo lo que he logrado en mi vida con hijo a bordo.,"Jan 6, 2024 · 3:24 AM UTC",successful,,,
@_airedeluna,"Darme cuenta de todo lo que he avanzado, sanado y logrado en estos últimos cinco meses de mi vida, es maravilloso ❤️‍🩹❤️‍🩹❤️❤️☺️☺️","Jan 6, 2024 · 3:23 AM UTC",successful,,,
@Frania_LG,"Me costó 2 años darme cuenta y reconocer que si soy buena en lo que hago, que he logrado un chingo de cosas y que estoy muy en paz con mi vida.","Jan 6, 2024 · 3:23 AM UTC",successful,,,
@chluvsdz,había logrado distraerme un rato pero de verdad que no puedo más mañana o cojo un bus y muero de hambre en el piso porque si no me va a dar algo,"Jan 6, 2024 · 3:15 AM UTC",successful,,,
@Pulpito_1,Nada mas satisfactorio que darse cuenta de todo lo que has logrado,"Jan 6, 2024 · 3:05 AM UTC",successful,,,
@AmsiCuba51779,"Sin la colaboración de aquellos que apostaron por nosotros, jamás hubiésemos logrado nada.  #UnidosTodosX #DeZurdaTeam","Jan 6, 2024 · 2:54 AM UTC",successful,,,
@zero_frasess,Gracias Por Su Apoyo Gente Gracias A Ustedes Ya Somos 21k No Lo Abria Logrado Sin Ustedes Los Quiero Muchas Gracias,"Jan 6, 2024 · 2:43 AM UTC",successful,,,
@Sanestrada23,Tengo que reconocer mi propio valor y los éxitos que he logrado hasta ahora.🤞,"Jan 6, 2024 · 2:43 AM UTC",successful,,,
@Joaquinleon2,"Este es mi primer vuelo del año! Decreto paz, y prosperidad. ☘️","Jan 6, 2024 · 3:24 AM UTC",successful,,,
@asef_escandar,"One X-Men, CEO de PANTERAS NEGRAS FEDERALES, el nuevo partido politico en Argentina desde 2023 (un nos deben...) @JMilei recuerdalo no cocain, si weed ley 27.669 / 405, para todo el MUNDO. Salud y prosperidad.","Jan 6, 2024 · 3:14 AM UTC",successful,,,
@SNNStory,"Feliz año nuevo, mucha salud y prosperidad a toda la gente que me cae bien, a los que no, feliz aniversario del triunfo de la Revolución. 😝","Jan 6, 2024 · 2:52 AM UTC",successful,,,
@ten_diamond,"Ahora todo es prosperidad, aquí también eso habrá","Jan 6, 2024 · 2:24 AM UTC",successful,,,
@cgaitanvaron,"Los plebeyos se juntan con plebeyos, les pone incomodos la abundancia la prosperidad, les pone incómodos alguien que siempre esté hablando de progreso.   Nunca vas a ver a un hombre exitoso con una mujer pobre de mente a su lado.","Jan 6, 2024 · 2:24 AM UTC",successful,,,
@8Lolis,"Buenas noches,salud y prosperidad para todos,un feliz y tranquilo fin de semana.","Jan 6, 2024 · 2:07 AM UTC",successful,,,
@madalvat,"Que este año esté lleno de Dicha, Amor, Unión, Felicidad y Prosperidad para todos.","Jan 6, 2024 · 2:03 AM UTC",successful,,,
@mlbl36,"EL MENSAJE 518: un mensaje de que debido al cambio positivo que has hecho en tu vida has atraído el flujo de abundancia positiva a tu vida.Tus acciones positivas y tu renovado sentido del Yo han asegurado que las energías positivas, la abundancia y la prosperidad llenen tu vida","Jan 6, 2024 · 1:49 AM UTC",successful,,,
@reciojulieth,Ya que llegue la prosperidad xfavaaaar,"Jan 6, 2024 · 1:40 AM UTC",successful,,,
@Lizzyxz_POQ,"Mañana tengo examen  Manifiesto prosperidad, manifiesto amor, manifiesto todo lo bueno que hay en mi -entra en crisis-","Jan 6, 2024 · 1:06 AM UTC",successful,,,
@cecilia_ro95595,"#EstaEsLaRevolucion ""Su triunfo significó libertad, dignidad y justicia verdadera para todos, desde las primeras leyes. Y no se ganó la confianza del pueblo con promesas, sino con hechos y realizaciones..."" #VivaCuba @PartidoPCC @yurisley_valdes @AdisFiol @AsambleaMoa","Jan 6, 2024 · 3:26 AM UTC",successful,,,
@antoniorega_,que cojones hago viendo operación triunfo,"Jan 6, 2024 · 3:25 AM UTC",successful,,,
@McGriffie,"La línea de Gabriel Noriega, el jonrón de Lino y el relevo de Anthony Vizcaya fueron clave para el triunfo de #Leones.","Jan 6, 2024 · 3:13 AM UTC",successful,,,
@Carlosramonmir6,Triunfo sorpresivo de #Brooklyn  Nets  sobre el  #Oklahoma   125 - 113,"Jan 6, 2024 · 3:07 AM UTC",successful,,,
@KnicksChile,"El mejor triunfo del año, los Sixers absolutamente domados. EL RANKING 1. IHart otra vez. 2. Brunson 3. Deuce BT: Randle cortó la racha de 20 ptos pero a quien le importa, estamos asi de ser contenders","Jan 6, 2024 · 3:07 AM UTC",successful,,,
@Vultournes,"Después de 7 horas en ansiedad, me felicitaron x la tonta presentación. Y al final del día RH me mandó llamar para que les contara mi caso de acoso laboral.  Triunfó el bn","Jan 6, 2024 · 3:05 AM UTC",successful,,,
@AndreaGil244,"Leones deja en el terreno a Lara y suma su 2do triunfo  Error en tiro de Jermaine Palacios permite que Cesar Hernandez anoté la carrera del triunfo.  Vizcaya lanzó 2 entradas, poncho a 4 y se acredita su 2da victoria.  Cuarta derrota para Cardenales.","Jan 6, 2024 · 3:00 AM UTC",successful,,,
@DeportesCamejo,"Le escribí en el quinto inning. La he visto más fea y se han casado por la iglesia. Los campeones nunca se rinden. Gran triunfo de los Gloriosos leones del Caracas .y mañana hay mañana, vamos por más. #CaraqueñoCaraquista","Jan 6, 2024 · 3:00 AM UTC",successful,,,
@apertoldi,Mirá el triunfo que nos llevamos en cancha de los Sixers.,"Jan 6, 2024 · 2:57 AM UTC",successful,,,
@elmanuortiz,Las dos victorias del Caracas en este Round Robin han sido dejando en el terreno al rival: Aragua y Lara.   Victoria importante porque le permite a los Leones empatar el segundo lugar y optar por igualar la punta con un triunfo mañana ante Tiburones.   Está de infarto el RR.,"Jan 6, 2024 · 2:54 AM UTC",successful,,,
@XChristian02,Quiero conocer a un Berlín y que me meta un atraco así fabuloso y salir victorioso dios 😂,"Jan 6, 2024 · 3:00 AM UTC",successful,,,
@RicardoAguisaa,"#dia05  pensando la #HistoriaAfroperuana  El 05 de Enero de 1855, en la Batalla de La Palma, Castilla salió victorioso  La Abolición de la Esclavitud de 1854 se dió en medio de la guerra Castilla vs Echenique.   ¿Cuántos Afro se sumaron al ejército de Castilla tras la Abolición?","Jan 6, 2024 · 2:50 AM UTC",successful,,,
@Benxssi_,"— Ah, no la culpo...  Hm, ya entiendo. Supongo que sí sale victorioso un tema de inferioridad no debería ser problema.","Jan 6, 2024 · 2:10 AM UTC",successful,,,
@carperez87,"Marcos 9:1-13  ¿Cómo ves a Cristo, como alguien derrotado o victorioso? El Dios del cielo vino como siervo. ¿Estás sirviendo a Dios en tu iglesia local o qué te detiene para hacerlo? ¿Estás leyendo la Palabra de Dios con la intención de vivirla o solo por cumplir una regla?","Jan 6, 2024 · 1:58 AM UTC",successful,,,
